SL/NO,State,District,Sub-district,Code Number
1,AN,ANDAMAN & NICOBAR,ANDAMAN ISLANDS,3192
2,AN,ANDAMAN & NICOBAR,NICOBAR ISLANDS,3193
3,AP,ADILABAD,ADILABAD,8732
4,AP,ADILABAD,ASIFABAD,8733
5,AP,ADILABAD,BELLAMPALLI,8735
6,AP,ADILABAD,BHAINSA,8752
7,AP,ADILABAD,BOATH (ECHODA),8751
8,AP,ADILABAD,CHINNOR,8737
9,AP,ADILABAD,JANNARAM (LUXITTIPET),8739
10,AP,ADILABAD,KHANAPUR (AP),8730
11,AP,ADILABAD,MANCHERIAL,8736
12,AP,ADILABAD,NIRMAL,8734
13,AP,ADILABAD,OUTSARANGAPALLE,8753
14,AP,ADILABAD,SIRPURKAGAZNAGAR,8738
15,AP,ADILABAD,UTNOR,8731
16,AP,ANANTPUR (GUNTAKAL),ANANTAPUR,8554
17,AP,ANANTPUR (GUNTAKAL),DHARMAVARAM,8559
18,AP,ANANTPUR GUNTAKAL),GARLADINNE,8551
19,AP,ANANTPUR (GUNTAKAL),GOOTY (GUNTAKAL),8552
20,AP,ANANTPUR (GUNTAKAL),HINDUPUR,8556
21,AP,ANANTPUR (GUNTAKAL),KADIRI,8494
22,AP,ANANTPUR (GUNTAKAL),KALYANDURG,8497
23,AP,ANANTPUR (GUNTAKAL),KAMBADUR,8492
24,AP,ANANTPUR (GUNTAKAL),KANAGANAPALLE,8491
25,AP,ANANTPUR (GUNTAKAL),MADAKASIRA,8493
26,AP,ANANTPUR (GUNTAKAL),(TANAKALLU),8498
27,AP,ANANTPUR (GUNTAKAL),PENUKONDA,8557
28,AP,ANANTPUR (GUNTAKAL),RAYADURG,8495
29,AP,ANANTPUR (GUNTAKAL),TADIPATRI,8558
30,AP,ANANTPUR (GUNTAKAL),URAVAKONDA,8496
31,AP,ANANTPUR (GUNTAKAL),YELLANURU,8550
32,AP,CHITTOOR,B.KOTHAKOTA,8582
33,AP,CHITTOOR,BANGARUPALEM,8573
34,AP,CHITTOOR,CHITTOOR,8572
35,AP,CHITTOOR,KUPPAM,8570
36,AP,CHITTOOR,MADANAPALLI,8571
37,AP,CHITTOOR,PAKALA,8585
38,AP,CHITTOOR,PALMANERU,8579
39,AP,CHITTOOR,PILER,8584
40,AP,CHITTOOR,PUNGANUR,8581
41,AP,CHITTOOR,PUTTURU,8577
42,AP,CHITTOOR,SATYAVEDU,8576
43,AP,CHITTOOR,SODAM,8583
44,AP,CHITTOOR,SRIKALAHASTHI,8578
45,AP,CHITTOOR,TIRUPATHI,877
46,AP,CHITTOOR,VAYALPAD,8586
47,AP,CHITTOOR,VENKATGIRIKOTA,8587
48,AP,CUDDAPAH,BADVEL,8569
49,AP,CUDDAPAH,CUDDAPAH,8562
50,AP,CUDDAPAH,JAMMALAMADUGU,8560
51,AP,CUDDAPAH,(YERRAGUNTALA),8563
52,AP,CUDDAPAH,KODURU,8566
53,AP,CUDDAPAH,LAKKIREDDIPALLI,8567
54,AP,CUDDAPAH,PRODDATUR,8564
55,AP,CUDDAPAH,PULIVENDLA,8568
56,AP,CUDDAPAH,RAJAMPETA,8565
57,AP,CUDDAPAH,RAYACHOTI,8561
58,AP,CUDDAPAH,SIDDAVATTAM,8589
59,AP,CUDDAPAH,VAIMPALLI,8588
60,AP,ELURU,BHIMADOLE,8829
61,AP,ELURU,BHIMAVARAM,8816
62,AP,ELURU,CHINTALAPUDI,8823
63,AP,ELURU,ELURU,8812
64,AP,ELURU,JANGAREDDYGUDEM,8821
65,AP,ELURU,KOVVUR (NIDADAVOLU),8813
66,AP,ELURU,NARSAPUR (PALAKOLE),8814
67,AP,ELURU,POLAVARAM,8811
68,AP,ELURU,TADEPALLIGUDEM,8818
69,AP,ELURU,TANUKU,8819
70,AP,GUNTUR,BAPATLA,8643
71,AP,GUNTUR,GUNTUR,863
72,AP,GUNTUR,KROSURU,8640
73,AP,GUNTUR,MANGALAGIRI,8645
74,AP,GUNTUR,NARSARAOPET,8647
75,AP,GUNTUR,PALNAD (MACHERALA),8642
76,AP,GUNTUR,PIDUGURALLA,8649
77,AP,GUNTUR,REPALLE,8648
78,AP,GUNTUR,SATTENAPALLI,8641
79,AP,GUNTUR,TENALI,8644
80,AP,GUNTUR,VINUKONDA,8646
81,AP,HYDERABAD,CHEVELLA,8417
82,AP,HYDERABAD,HYDERABAD LOC,40
83,AP,HYDERABAD,HYDERABADEAST (GHATKESWAR),8415
84,AP,HYDERABAD,HYDERABADWEST (SHAMSHABAD),8413
85,AP,HYDERABAD,IBRAHIMPATNAM,8414
86,AP,HYDERABAD,MEDCHAL,8418
87,AP,HYDERABAD,PARGI,8412
88,AP,HYDERABAD,TANDURU,8411
89,AP,HYDERABAD,VIKRABAD,8416
90,AP,KARIMNAGAR,HUSNABAD,8721
91,AP,KARIMNAGAR,HUZURABAD,8727
92,AP,KARIMNAGAR,JAGTIAL,8724
93,AP,KARIMNAGAR,KARIMNAGAR,878
94,AP,KARIMNAGAR,MAHADEVAPUR,8720
95,AP,KARIMNAGAR,MANTHANI,8729
96,AP,KARIMNAGAR,METPALLI,8725
97,AP,KARIMNAGAR,PEDDAPALLI,8728
98,AP,KARIMNAGAR,SIRCILLA,8723
99,AP,KHAMMAM,ASWARAOPET,8740
100,AP,KHAMMAM,BHADRACHALAM,8743
101,AP,KHAMMAM,BHOORAGAMPHAD (MANUGURU),8746
102,AP,KHAMMAM,KHAMMAM,8742
103,AP,KHAMMAM,KOTHAGUDEM,8744
104,AP,KHAMMAM,MADHIRA,8749
105,AP,KHAMMAM,NUGURU (CHERLA),8747
106,AP,KHAMMAM,SATHUPALLI,8761
107,AP,KHAMMAM,SUDHIMALLA (TEKULAPALLI),8741
108,AP,KHAMMAM,V.R.PURAM,8748
109,AP,KHAMMAM,YELLANDU,8745
110,AP,KURNOOL,ADONI,8512
111,AP,KURNOOL,ALLAGADDA,8519
112,AP,KURNOOL,ALUR,8523
113,AP,KURNOOL,ATMAKUR,8517
114,AP,KURNOOL,BANAGANAPALLE,8515
115,AP,KURNOOL,DRONACHALAM,8516
116,AP,KURNOOL,GUDUR (KODUMUR),8525
117,AP,KURNOOL,KOILKUNTLA,8510
118,AP,KURNOOL,KURNOOL,8518
119,AP,KURNOOL,NANDIKOTKUR,8513
120,AP,KURNOOL,NANDYAL,8514
121,AP,KURNOOL,PATTIKONDA,8520
122,AP,KURNOOL,PEAPALLE,8522
123,AP,KURNOOL,SRISAILAM,8524
124,AP,MAHABUBNAGAR,ACHAMPET,8541
125,AP,MAHABUBNAGAR,ALAMPUR,8502
126,AP,MAHABUBNAGAR,AMANGALLU,8545
127,AP,MAHABUBNAGAR,ATMAKUR,8504
128,AP,MAHABUBNAGAR,GADWAL,8546
129,AP,MAHABUBNAGAR,KALWAKURTHY,8549
130,AP,MAHABUBNAGAR,KODANGAL,8505
131,AP,MAHABUBNAGAR,KOLLAPUR,8501
132,AP,MAHABUBNAGAR,MAHABUBNAGAR,8542
133,AP,MAHABUBNAGAR,MAKTHAL,8503
134,AP,MAHABUBNAGAR,NAGARKURNOOL,8540
135,AP,MAHABUBNAGAR,NARAYANPET,8506
136,AP,MAHABUBNAGAR,SHADNAGAR,8548
137,AP,MAHABUBNAGAR,WANAPARTHY,8543
138,AP,NALGONDA,BHONGIR,8685
139,AP,NALGONDA,CHANDOOR,8681
140,AP,NALGONDA,DEVARAKONDA,8691
141,AP,NALGONDA,HAZURNAGAR,8683
142,AP,NALGONDA,MIRYALGUDA,8689
143,AP,NALGONDA,NALGONDA,8682
144,AP,NALGONDA,NAMPALLE,8692
145,AP,NALGONDA,NIDAMANUR (HILLCOLONY),8680
146,AP,NALGONDA,RAMANNAPET,8694
147,AP,NALGONDA,SURYAPET,8684
148,AP,NALGONDA,THUNGATURTHY,8693
149,AP,NELLORE,ATMAKUR,8627
150,AP,NELLORE,CHEJERLA,8628
151,AP,NELLORE,GUDUR,8624
152,AP,NELLORE,KAVALI,8626
153,AP,NELLORE,KOVVUR,8622
154,AP,NELLORE,NELLORE,861
155,AP,NELLORE,RAPUR (PODALAKUR),8621
156,AP,NELLORE,SULLURPET,8623
157,AP,NELLORE,UDAYGIRI,8620
158,AP,NELLORE,VENKATGIRI,8625
159,AP,NELLORE,VINJAMURU,8629
160,AP,NIZAMABAD,ARMOOR,8463
161,AP,NIZAMABAD,BANSWADA,8466
162,AP,NIZAMABAD,BODHAN,8467
163,AP,NIZAMABAD,DICHPALLI,8461
164,AP,NIZAMABAD,KAMAREDDY,8468
165,AP,NIZAMABAD,MADNUR,8464
166,AP,NIZAMABAD,NIZAMABAD,8462
167,AP,NIZAMABAD,YELLAREDDY,8465
168,AP,ONGOLE,CHIRALA,8594
169,AP,ONGOLE,CUMBUM,8406
170,AP,ONGOLE,DARSI,8407
171,AP,ONGOLE,DONAKONDA,8408
172,AP,ONGOLE,GIDDALUR,8405
173,AP,ONGOLE,KANDUKURU,8598
174,AP,ONGOLE,KANIGIRI,8402
175,AP,ONGOLE,MARKAPUR,8596
176,AP,ONGOLE,MARTURU,8404
177,AP,ONGOLE,MEDARMETLA,8593
178,AP,ONGOLE,ONGOLE,8592
179,AP,ONGOLE,PAMURU,8490
180,AP,ONGOLE,PODILI,8499
181,AP,ONGOLE,ULVAPADU,8599
182,AP,ONGOLE,YERRAGONDAPALEM,8403
183,AP,RAJAHMUNDRI,AMALAPURAM,8856
184,AP,RAJAHMUNDRI,CHAVITIDIBBALU,8863
185,AP,RAJAHMUNDRI,KAKINADA,884
186,AP,RAJAHMUNDRI,MANDAPETA (RAVULAPALEM),8855
187,AP,RAJAHMUNDRI,PEDDAPURAM,8852
188,AP,RAJAHMUNDRI,PITHAPURAM,8869
189,AP,RAJAHMUNDRI,RAJAHMUNDRI,883
190,AP,RAJAHMUNDRI,RAMACHANDRAPURAM,8857
191,AP,RAJAHMUNDRI,RAMPACHODAVARAM,8864
192,AP,RAJAHMUNDRI,RAZOLE,8862
193,AP,RAJAHMUNDRI,TUNI,8854
194,AP,RAJAHMUNDRI,YELAVARAM,8865
195,AP,RAJAHMUNDRI,YELESWARAM,8868
196,AP,SANGAREDDY,ANDOLE (JOGIPET),8450
197,AP,SANGAREDDY,GAJWEL,8454
198,AP,SANGAREDDY,MEDAK,8452
199,AP,SANGAREDDY,NARAYANKHED,8456
200,AP,SANGAREDDY,NARSAPUR,8458
201,AP,SANGAREDDY,SANGAREDDY,8455
202,AP,SANGAREDDY,SIDDIPET,8457
203,AP,SANGAREDDY,ZAHIRABAD,8451
204,AP,SRIKAKULAM,PALAKONDA (RAJAM),8941
205,AP,SRIKAKULAM,PATHAPATNAM (HIRAMANDALAM),8946
206,AP,SRIKAKULAM,SOMPETA,8947
207,AP,SRIKAKULAM,SRIKAKULAM,8942
208,AP,SRIKAKULAM,TEKKALI (PALASA),8945
209,AP,VIJAYAWADA,BANDAR (MACHILIPATNAM),8672
210,AP,VIJAYAWADA,DIVI (CHALLAPALLI),8671
211,AP,VIJAYAWADA,GUDIVADA,8674
212,AP,VIJAYAWADA,JAGGAYYAPET,8654
213,AP,VIJAYAWADA,KAIKALURU,8677
214,AP,VIJAYAWADA,MYLAVARAM,8659
215,AP,VIJAYAWADA,NANDIGAMA,8678
216,AP,VIJAYAWADA,NUZVIDU,8656
217,AP,VIJAYAWADA,TIRIVURU,8673
218,AP,VIJAYAWADA,VIJAYAWADA,866
219,AP,VIJAYAWADA,VUYYURU,8676
220,AP,VISAKHAPATNAM,ANAKAPALLE,8924
221,AP,VISAKHAPATNAM,ARAKU,8936
222,AP,VISAKHAPATNAM,BHEEMUNIPATNAM,8933
223,AP,VISAKHAPATNAM,CHINTAPALLE,8937
224,AP,VISAKHAPATNAM,CHODAVARAM,8934
225,AP,VISAKHAPATNAM,NARSIPATNAM,8932
226,AP,VISAKHAPATNAM,PADERU,8935
227,AP,VISAKHAPATNAM,SILERU,8938
228,AP,VISAKHAPATNAM,VISAKHAPATNAM,891
229,AP,VISAKHAPATNAM,YELAMANCHILI,8931
230,AP,VIZAYANAGARAM,BOBBILI,8944
231,AP,VIZAYANAGARAM,CHEPURUPALLI (GARIVIDI),8952
232,AP,VIZAYANAGARAM,GAJAPATHINAGARAM,8965
233,AP,VIZAYANAGARAM,PARVATHIPURAM,8963
234,AP,VIZAYANAGARAM,SALURU,8964
235,AP,VIZAYANAGARAM,SRUNGAVARAPUKOTA (KOTHVLS),8966
236,AP,VIZAYANAGARAM,VIZAYANAGARAM,8922
237,AP,WARANGAL,CHERIAL,8710
238,AP,WARANGAL,ETURNAGARAM,8717
239,AP,WARANGAL,JANGAON,8716
240,AP,WARANGAL,MAHABUBBAD,8719
241,AP,WARANGAL,MULUG,8715
242,AP,WARANGAL,NARASAMPET,8718
243,AP,WARANGAL,PARKAL,8713
244,AP,WARANGAL,WARANGAL,870
245,AP,WARANGAL,WARDHANNAPET (GHANAPUR),8711
246,AS,BONGAIGAON,ABHAYAPURI,3669
247,AS,BONGAIGAON (KOKRAJHAR),BIJNI,3668
248,AS,BONGAIGAON,BILASIPARA,3667
249,AS,BONGAIGAON (KOKRAJHAR),DHUBRI,3662
250,AS,BONGAIGAON,GOALPARA,3663
251,AS,BONGAIGAON (KOKRAJHAR),KOKRAJHAR,3661
252,AS,GUWAHATI,BARAMA,3623
253,AS,GUWAHATI,BARPETA ROAD,3666
254,AS,GUWAHATI,BOKO,3621
255,AS,GUWAHATI,GUWAHATI,361
256,AS,GUWAHATI,HAJO,3664
257,AS,GUWAHATI,NALBARI,3624
258,AS,GUWAHATI,TARABARIHAT,3665
259,AS,JORHAT,BOKAKHAT,3776
260,AS,JORHAT,GOLAGHAT,3774
261,AS,JORHAT,JORHAT,376
262,AS,JORHAT,MAJULI,3775
263,AS,JORHAT,MARIANI,3771
264,AS,JORHAT,SIBSAGAR,3772
265,AS,NAGAON,BAITHALANGSHU,3677
266,AS,NAGAON,BOKAJAN,3675
267,AS,NAGAON,DIPHU,3671
268,AS,NAGAON,HAFLONG,3673
269,AS,NAGAON,HOJAI,3674
270,AS,NAGAON,HOWRAGHAT,3676
271,AS,NAGAON,MAIBONG,3670
272,AS,NAGAON,MORIGAON,3678
273,AS,NAGAON,NAGAON,3672
274,AS,SILCHAR,HAILAKANDI,3844
275,AS,SILCHAR,KARIMGANJ,3843
276,AS,SILCHAR,SILCHAR,3842
277,AS,SILCHAR,VDARBONDH,3841
278,AS,TEZPUR,GOHPUR,3715
279,AS,TEZPUR,MANGALDOI,3713
280,AS,TEZPUR,RANGAPARA,3714
281,AS,TEZPUR,TEZPUR,3712
282,AS,TEZPUR,UDALGURI,3711
283,AS,TINSUKIA (DIBRUGARH),BIHUPURIA,3759
284,AS,TINSUKIA (DIBRUGARH),DHAKUAKHANA,3758
285,AS,TINSUKIA (DIBRUGARH),DHEMAJI,3753
286,AS,TINSUKIA (DIBRUGARH),DIBRUGARH,373
287,AS,TINSUKIA (DIBRUGARH),DIGBOI,3751
288,AS,TINSUKIA (DIBRUGARH),MORANHAT,3754
289,AS,TINSUKIA (DIBRUGARH),NORTH LAKHIMPUR,3752
290,AS,TINSUKIA (DIBRUGARH),SADIYA,3756
291,AS,TINSUKIA (DIBRUGARH),TINSUKHIA,374
292,BR,ARRAH,ARRAH,6182
293,BR,ARRAH,BUXAR,6183
294,BR,ARRAH,DUMRAON,6323
295,BR,ARRAH,PIRO,6181
296,BR,BHAGALPUR,AMARPUR,6420
297,BR,BHAGALPUR,BANKA,6424
298,BR,BHAGALPUR,BHAGALPUR,641
299,BR,BHAGALPUR,KAHALGAON,6429
300,BR,BHAGALPUR,KATORIA,6425
301,BR,BHAGALPUR,NAUGACHIA,6421
302,BR,CHAPRA,CHAPRA,6152
303,BR,CHAPRA,EKMA,6155
304,BR,CHAPRA,GOPALGANJ,6156
305,BR,CHAPRA,HATHUA,6150
306,BR,CHAPRA,MAHARAJGANJ,6153
307,BR,CHAPRA,MAIRWA,6157
308,BR,CHAPRA,MASRAKH,6159
309,BR,CHAPRA,SIDHAWALIA,6151
310,BR,CHAPRA,SIWAN,6154
311,BR,CHAPRA,SONEPUR,6158
312,BR,DARBHANGA,BARAUNI,6279
313,BR,DARBHANGA,BEGUSARAI,6243
314,BR,DARBHANGA,BENIPATTI,6271
315,BR,DARBHANGA,BENIPUR,6242
316,BR,DARBHANGA,DALSINGHSARAI,6278
317,BR,DARBHANGA,DARBHANGA,6272
318,BR,DARBHANGA,GOGRI,6245
319,BR,DARBHANGA,JAINAGAR,6246
320,BR,DARBHANGA,JHAJHARPUR,6273
321,BR,DARBHANGA,KHAGARIA,6244
322,BR,DARBHANGA,MADHUBANI,6276
323,BR,DARBHANGA,PHULPARAS,6277
324,BR,DARBHANGA,ROSERA,6275
325,BR,DARBHANGA,SAMASTIPUR,6274
326,BR,DARBHANGA,SINGHWARA,6247
327,BR,DHANBAD,BERMO,6549
328,BR,DHANBAD,BOKARO,6542
329,BR,DHANBAD,DHANBAD,326
330,BR,DHANBAD,GOMIA,6544
331,BR,DHANBAD,GOVINDPUR,6540
332,BR,GAYA,ARWAL,6337
333,BR,GAYA,AURANGABAD,6186
334,BR,GAYA,DAUDNAGAR,6328
335,BR,GAYA,GAYA,631
336,BR,GAYA,IMAMGANJ,6331
337,BR,GAYA,JAHANABAD,6114
338,BR,GAYA,NABINAGAR,6332
339,BR,GAYA,NAWADA,6324
340,BR,GAYA,PAKRIBARWAN,6325
341,BR,GAYA,RAFIGANJ,6327
342,BR,GAYA,RAJAULI,6336
343,BR,GAYA,SHERGHATI,6326
344,BR,GAYA,WAZIRGANJ,6322
345,BR,KATIHAR,ARARIA,6453
346,BR,KATIHAR,BANMANKHI,6467
347,BR,KATIHAR,BARSOI,6451
348,BR,KATIHAR,DHAMDAHA,6462
349,BR,KATIHAR,FORBESGANJ,6455
350,BR,KATIHAR,KATIHAR,6452
351,BR,KATIHAR,KISHANGANJ,6466
352,BR,KATIHAR,KORHA,6457
353,BR,KATIHAR,PURNEA,6454
354,BR,KATIHAR,RANIGANJ,6461
355,BR,KATIHAR,THAKURGANJ,6459
356,BR,MONGHYR,CHAKAI,6347
357,BR,MONGHYR,H.KHARAGPUR,6342
358,BR,MONGHYR,JAMUI,6345
359,BR,MONGHYR,JHAJHA,6349
360,BR,MONGHYR,LAKHISARAI,6346
361,BR,MONGHYR,MALLEHPUR,6348
362,BR,MONGHYR,MONGHYR,6344
363,BR,MONGHYR,SEIKHPURA,6341
364,BR,MOTIHARI,ARERAJ,6258
365,BR,MOTIHARI,BAGAHA,6251
366,BR,MOTIHARI,BARACHAKIA,6257
367,BR,MOTIHARI,BETTIAH,6254
368,BR,MOTIHARI,DHAKA,6250
369,BR,MOTIHARI,MOTIHARI,6252
370,BR,MOTIHARI,NARKATIAGANJ,6253
371,BR,MOTIHARI,PAKRIDAYAL,6259
372,BR,MOTIHARI,RAMNAGAR,6256
373,BR,MOTIHARI,RAXAUL,6255
374,BR,MUZAFFARPUR,BIDUPUR,6229
375,BR,MUZAFFARPUR,HAJIPUR,6224
376,BR,MUZAFFARPUR,MAHUA,6227
377,BR,MUZAFFARPUR,MOTIPUR,6223
378,BR,MUZAFFARPUR,MUZAFFARPUR,621
379,BR,MUZAFFARPUR,PUPRI,6228
380,BR,MUZAFFARPUR,SHEOHAR,6222
381,BR,MUZAFFARPUR,SITAMARHI,6226
382,BR,PATNA,BARH,6132
383,BR,PATNA,BIHARSHARIF,6112
384,BR,PATNA,BIKRAM,6135
385,BR,PATNA,DANAPUR,6115
386,BR,PATNA,HILSA,6111
387,BR,PATNA,PATNA,612
388,BR,SAHARSA,BIRPUR,6471
389,BR,SAHARSA,MADHEPURA,6476
390,BR,SAHARSA,S.BAKHTIARPUR,6475
391,BR,SAHARSA,SAHARSA,6478
392,BR,SAHARSA,SUPAUL,6473
393,BR,SAHARSA,TRIVENIGANJ,6477
394,BR,SAHARSA,UDAKISHANGANJ,6479
395,BR,SASARAM,ADHAURA,6180
396,BR,SASARAM,BHABHUA,6189
397,BR,SASARAM,BIKRAMGANJ,6185
398,BR,SASARAM,MOHANIA,6187
399,BR,SASARAM,ROHTAS,6188
400,BR,SASARAM,SASARAM,6184
401,BR,DALTONGANJ,BALUMATH,6568
402,BR,DALTONGANJ,BARWADIH,6567
403,BR,DALTONGANJ,BHANDARIA,6581
404,BR,DALTONGANJ,BHAWANATHPUR,6563
405,BR,DALTONGANJ,BISHRAMPUR,6584
406,BR,DALTONGANJ,CHAINPUR,6586
407,BR,DALTONGANJ,DALTONGANJ,6562
408,BR,DALTONGANJ,GARHWA,6561
409,BR,DALTONGANJ,GARU,6569
410,BR,DALTONGANJ,JAPLA,6566
411,BR,DALTONGANJ,LATEHAR,6565
412,BR,DALTONGANJ,NAGARUTARI,6564
413,BR,DALTONGANJ,PATAN,6560
414,BR,DEOGHAR (DUMKA),DEOGHAR,6432
415,BR,DEOGHAR (DUMKA),DUMKA,6434
416,BR,DEOGHAR (DUMKA),GODDA,6422
417,BR,DEOGHAR (DUMKA),JAMTARA,6433
418,BR,DEOGHAR (DUMKA),JHARMUNDI,6431
419,BR,DEOGHAR (DUMKA),KATHIKUND,6427
420,BR,DEOGHAR (DUMKA),MADHUPUR,6438
421,BR,DEOGHAR (DUMKA),MAHAGAMA,6437
422,BR,DEOGHAR (DUMKA),MAHESHPUR RAJ,6423
423,BR,DEOGHAR (DUMKA),NALA,6428
424,BR,DEOGHAR (DUMKA),PAKUR,6435
425,BR,DEOGHAR (DUMKA),RAJMAHAL,6426
426,BR,DEOGHAR (DUMKA),SAHIBGANJ,6436
427,BR,HAZARIBAGH,BAGODAR,6557
428,BR,HAZARIBAGH,BARHI,6543
429,BR,HAZARIBAGH,BARKAGAON,6551
430,BR,HAZARIBAGH,CHATRA,6541
431,BR,HAZARIBAGH,CHAVPARAN,6547
432,BR,HAZARIBAGH,DUMRI(ISRIBAZAR),6558
433,BR,HAZARIBAGH,GIRIDIH,6532
434,BR,HAZARIBAGH,HAZARIBAGH,6546
435,BR,HAZARIBAGH,HUNTERGANJ,6550
436,BR,HAZARIBAGH,ICHAK,6548
437,BR,HAZARIBAGH,JHUMARITALAIYA,6534
438,BR,HAZARIBAGH,MANDU,6545
439,BR,HAZARIBAGH,RAJDHANWAR,6554
440,BR,HAZARIBAGH,RAMGARH,6553
441,BR,HAZARIBAGH,SIMARIA,6559
442,BR,HAZARIBAGH,TISRI,6556
443,BR,JAMSHEDPUR,BAHARAGORA,6594
444,BR,JAMSHEDPUR,CHAIBASA,6582
445,BR,JAMSHEDPUR,CHAKARDHARPUR,6587
446,BR,JAMSHEDPUR,CHANDIL,6591
447,BR,JAMSHEDPUR,GHATSILA,6585
448,BR,JAMSHEDPUR,JAGARNATHPUR,6588
449,BR,JAMSHEDPUR,JAMSHEDPUR,657
450,BR,JAMSHEDPUR,JHINKPANI,6589
451,BR,JAMSHEDPUR,KHARSAWA,6583
452,BR,JAMSHEDPUR,MANOHARPUR,6593
453,BR,JAMSHEDPUR,NOAMUNDI,6596
454,BR,JAMSHEDPUR,SARAIKELA (ADSTYAPUR),6597
455,BR,RANCHI,BASIA,6533
456,BR,RANCHI,BOLWA,6539
457,BR,RANCHI,BUNDU,6530
458,BR,RANCHI,CHAINPUR,6535
459,BR,RANCHI,GHAGHRA,6523
460,BR,RANCHI,GUMLA,6524
461,BR,RANCHI,ITKI,6529
462,BR,RANCHI,KHUNTI,6528
463,BR,RANCHI,KOLEBIRA,6527
464,BR,RANCHI,LOHARDAGA,6526
465,BR,RANCHI,MANDAR,6531
466,BR,RANCHI,MURI,6522
467,BR,RANCHI,PALKOT,6536
468,BR,RANCHI,RANCHI,651
469,BR,RANCHI,SIMDEGA,6525
470,BR,RANCHI,TORPA,6538
471,BY,MUMBAI,MUMBAI,22
472,BY,MUMBAI,NAVI MUMBAI (TURBHE),215
473,GJ,AHMEDABAD,AHEMDABAD LOCAL,79
474,GJ,AHMEDABAD,BAREJA,2718
475,GJ,AHMEDABAD,BARWALA,2711
476,GJ,AHMEDABAD,DEHGAM,2716
477,GJ,AHMEDABAD,DHANDHUKA,2713
478,GJ,AHMEDABAD,DHOLKA,2714
479,GJ,AHMEDABAD,GANDHI NAGAR,2712
480,GJ,AHMEDABAD,SANAND,2717
481,GJ,AHMEDABAD,VIRAMGAM,2715
482,GJ,AMRELI,AMRELI,2792
483,GJ,AMRELI,BABRA,2791
484,GJ,AMRELI,DAMNAGAR,2793
485,GJ,AMRELI,DHARI,2797
486,GJ,AMRELI,KUNKAWAV,2796
487,GJ,AMRELI,RAJULA,2794
488,GJ,AMRELI,SAVARKUNDLA,2845
489,GJ,BHARUCH,AMOD,2641
490,GJ,BHARUCH,ANKLESHWAR,2646
491,GJ,BHARUCH,BHARUCH,2642
492,GJ,BHARUCH,DEDIAPADA,2649
493,GJ,BHARUCH,JAMBUSAR,2644
494,GJ,BHARUCH,JHAGADIA,2645
495,GJ,BHARUCH,RAJPIPLA,2640
496,GJ,BHARUCH,VALIA,2643
497,GJ,BHAVNAGAR,BHAVNAGAR,278
498,GJ,BHAVNAGAR,BOTAD,2849
499,GJ,BHAVNAGAR,GADHADA,2847
500,GJ,BHAVNAGAR,GARIADHAR,2843
501,GJ,BHAVNAGAR,MAHUVA,2844
502,GJ,BHAVNAGAR,PALITANA,2848
503,GJ,BHAVNAGAR,SIHOR,2846
504,GJ,BHAVNAGAR,TALAJA,2842
505,GJ,BHAVNAGAR,VALLABHIPUR,2841
506,GJ,BHUJ,ANJAR (GANDHIDHAM),2836
507,GJ,BHUJ,BHACHAV,2837
508,GJ,BHUJ,BHUJ,2832
509,GJ,BHUJ,GOGODAR,2806
510,GJ,BHUJ,KHAVDA,2803
511,GJ,BHUJ,KUTCHMANDVI,2834
512,GJ,BHUJ,LAKHPAT,2839
513,GJ,BHUJ,MUNDRA,2838
514,GJ,BHUJ,NAKHATRANA,2835
515,GJ,BHUJ,NALIA,2831
516,GJ,BHUJ,RAHPAR,2830
517,GJ,BHUJ,SUMRASAR,2808
518,GJ,GODHRA,DAHOD,2673
519,GJ,GODHRA,DEVGADHBARIA,2678
520,GJ,GODHRA,GODHRA,2672
521,GJ,GODHRA,HALOL,2676
522,GJ,GODHRA,JHALOD,2679
523,GJ,GODHRA,LIMKHEDA,2677
524,GJ,GODHRA,LUNAVADA,2674
525,GJ,GODHRA,SANTRAMPUR,2675
526,GJ,GODHRA,SHEHRA,2670
527,GJ,HIMATNAGAR,BAYAD,2779
528,GJ,HIMATNAGAR,BHILODA,2771
529,GJ,HIMATNAGAR,HIMATNAGAR,2772
530,GJ,HIMATNAGAR,IDAR,2778
531,GJ,HIMATNAGAR,KHEDBRAHMA,2775
532,GJ,HIMATNAGAR,MALPUR,2773
533,GJ,HIMATNAGAR,MODASA,2774
534,GJ,HIMATNAGAR,PRANTIJ,2770
535,GJ,JAMNAGAR,BHANVAD,2896
536,GJ,JAMNAGAR,DHROL,2897
537,GJ,JAMNAGAR,JAMJODHPUR,2898
538,GJ,JAMNAGAR,JAMKALYANPUR,2891
539,GJ,JAMNAGAR,JAMNAGAR,288
540,GJ,JAMNAGAR,JODIA,2893
541,GJ,JAMNAGAR,KALAWAD,2894
542,GJ,JAMNAGAR,KHAMBHALIA,2833
543,GJ,JAMNAGAR,LALPUR,2895
544,GJ,JAMNAGAR,OKHA,2892
545,GJ,JUNAGARH,JUNAGARH,285
546,GJ,JUNAGARH,KESHOD,2871
547,GJ,JUNAGARH,KODINAR,2795
548,GJ,JUNAGARH,KUTIYANA,2804
549,GJ,JUNAGARH,MALIA-HATINA,2870
550,GJ,JUNAGARH,MANAVADAR,2874
551,GJ,JUNAGARH,MANGROL,2878
552,GJ,JUNAGARH,PORBANDER,286
553,GJ,JUNAGARH,RANAVAV,2801
